authors	title	venue	year
Satashu Goel,Vaneet Aggarwal,Aylin Yener,A. Robert Calderbank	The Effect of Eavesdroppers on Network Connectivity: A Secrecy Graph Approach.	TIFS	2011
Xiaowei Yi,Kun Yang,Xianfeng Zhao,Yuntao Wang 0003,Haibo Yu	AHCM: Adaptive Huffman Code Mapping for Audio Steganography Based on Psychoacoustic Model.	TIFS	2019
Shunquan Tan,Weilong Wu,Zilong Shao,Qiushi Li,Bin Li 0011,Jiwu Huang	CALPA-NET: Channel-Pruning-Assisted Deep Residual Network for Steganalysis of Digital Images.	TIFS	2021
Jiwen Lu,Venice Erin Liong,Gang Wang 0012,Pierre Moulin	Joint Feature Learning for Face Recognition.	TIFS	2015
Minho Jin,Chang Dong Yoo	Quantum hashing for multimedia.	TIFS	2009
Hyunsoo Kwon,Hyunjae Nam,Sangtae Lee,Changhee Hahn,Junbeom Hur	(In-)Security of Cookies in HTTPS: Cookie Theft by Removing Cookie Flags.	TIFS	2020
Duo Li,Xiao-Ping Zhang 0002,Menghan Hu,Guangtao Zhai,Xiaokang Yang	Physical Password Breaking via Thermal Sequence Analysis.	TIFS	2019
Shan-Chun Liu,Wen-Hsiang Tsai	Line-Based Cubism-Like Image - A New Type of Art Image and its Application to Lossless Data Hiding.	TIFS	2012
Georgios Tzimiropoulos,Joan Alabort-i-Medina,Stefanos Zafeiriou,Maja Pantic	Active Orientation Models for Face Alignment In-the-Wild.	TIFS	2014
Jun Yan 0007,Haibo He,Yan Sun	Integrated Security Analysis on Cascading Failure in Complex Networks.	TIFS	2014
Chia-Mu Yu,Yao-Tung Tsou,Chun-Shien Lu,Sy-Yen Kuo	Constrained Function-Based Message Authentication for Sensor Networks.	TIFS	2011
Yuxin Liu 0001,Mianxiong Dong,Kaoru Ota,Anfeng Liu	ActiveTrust: Secure and Trustable Routing in Wireless Sensor Networks.	TIFS	2016
Cong Liu 0008,Hefei Ling,Fuhao Zou,Lingyu Yan,Yunfei Wang,Hui Feng 0002,Xinyu Ou	Kernelized Neighborhood Preserving Hashing for Social-Network-Oriented Digital Fingerprints.	TIFS	2014
Zhongwu Xiang,Weiwei Yang 0001,Yueming Cai,Zhiguo Ding 0001,Yi Song	Secure Transmission Design in HARQ Assisted Cognitive NOMA Networks.	TIFS	2020
Luca Durante,Lucia Seno,Adriano Valenzano	A Formal Model and Technique to Redistribute the Packet Filtering Load in Multiple Firewall Networks.	TIFS	2021
Jian Chen,Xuxin Zhang,Rui Zhang 0066,Chen Wang 0011,Ling Liu 0001	De-Pois: An Attack-Agnostic Defense against Data Poisoning Attacks.	TIFS	2021
Ishmam Zabir,Ahmed Maksud,Gaojie Chen,Brian M. Sadler,Yingbo Hua	Secrecy of Multi-Antenna Transmission With Full-Duplex User in the Presence of Randomly Located Eavesdroppers.	TIFS	2021
Zhongjie Ba,Zhan Qin,Xinwen Fu,Kui Ren 0001	CIM: Camera in Motion for Smartphone Authentication.	TIFS	2019
Cristina Comaniciu,H. Vincent Poor	On Energy-Secrecy Trade-Offs for Gaussian Wiretap Channels.	TIFS	2013
Sunghwan Cho,Gaojie Chen,Justin P. Coon	Zero-Forcing Beamforming for Active and Passive Eavesdropper Mitigation in Visible Light Communication Systems.	TIFS	2021
Stefanos Zafeiriou,Gary A. Atkinson,Mark F. Hansen,William A. P. Smith,Vasileios Argyriou,Maria Petrou,Melvyn L. Smith,Lyndon N. Smith	Face Recognition and Verification Using Photometric Stereo: The Photoface Database and a Comprehensive Evaluation.	TIFS	2013
Faraz Ahmad Khan,Fouad Khelifi,Muhammad Atif Tahir,Ahmed Bouridane	Dissimilarity Gaussian Mixture Models for Efficient Offline Handwritten Text-Independent Identification Using SIFT and RootSIFT Descriptors.	TIFS	2019
Xinwei Qiu,Wenxiong Kang,Senping Tian,Wei Jia 0001,Zhixing Huang	Finger Vein Presentation Attack Detection Using Total Variation Decomposition.	TIFS	2018
Mehmet Necip Kurt,Yasin Yilmaz,Xiaodong Wang 0001	Distributed Quickest Detection of Cyber-Attacks in Smart Grid.	TIFS	2018
Min Xia,Xu Zhang,Wan'an Liu,Liguo Weng,Yiqing Xu	Multi-Stage Feature Constraints Learning for Age Estimation.	TIFS	2020
Hafiz Malik	Acoustic Environment Identification and Its Applications to Audio Forensics.	TIFS	2013
Peng Xu 0002,Zhiguo Ding 0001,Xuchu Dai	Achievable Secrecy Rates for Relay-Eavesdropper Channel Based on the Application of Noisy Network Coding.	TIFS	2018
Xuan Liu 0003,Zhiyi Li,Xingdong Liu,Zuyi Li	Masking Transmission Line Outages via False Data Injection Attacks.	TIFS	2016
Rui Shao,Xiangyuan Lan,Pong C. Yuen	Joint Discriminative Learning of Deep Dynamic Textures for 3D Mask Face Anti-Spoofing.	TIFS	2019
Wouter Biesmans,Josep Balasch,Alfredo Rial,Bart Preneel,Ingrid Verbauwhede	Private Mobile Pay-TV From Priced Oblivious Transfer.	TIFS	2018
Saeid Wahabi,Shahrzad Pouryayevali,Siddarth Hari,Dimitrios Hatzinakos	On Evaluating ECG Biometric Systems: Session-Dependence and Body Posture.	TIFS	2014
Nalam Venkata Abhishek,Anshoo Tandon,Teng Joon Lim,Biplab Sikdar	A GLRT-Based Mechanism for Detecting Relay Misbehavior in Clustered IoT Networks.	TIFS	2020
Julien Lavauzelle,Razan Tajeddine,Ragnar Freij,Camilla Hollanti	Private Information Retrieval Schemes With Product-Matrix MBR Codes.	TIFS	2021
Anna Engelmann,Admela Jukan	Toward All-Optical Layered Encryption: A Feasibility Analysis of Optical Stream Cipher.	TIFS	2019
Yuchun Fang,Zhengye Xiao,Wei Zhang,Yan Huang 0008,Liang Wang 0001,Nozha Boujemaa,Donald Geman	Attribute Prototype Learning for Interactive Face Retrieval.	TIFS	2021
Ronald William Smith,George Scott Knight	Predictable Three-Parameter Design of Network Covert Communication Systems.	TIFS	2011
Yun Chai,Youguo Wang,Liang Zhu	Information Sources Estimation in Time-Varying Networks.	TIFS	2021
Hyukmin Kwon,David Mohaisen,Jiyoung Woo,Yongdae Kim,Eunjo Lee,Huy Kang Kim	Crime Scene Reconstruction: Online Gold Farming Network Analysis.	TIFS	2017
Tiago de Freitas Pereira,André Anjos,Sébastien Marcel	Heterogeneous Face Recognition Using Domain Specific Units.	TIFS	2019
Anh Truong,S. Rasoul Etesami 0001,Jalal Etesami,Negar Kiyavash	Optimal Attack Strategies Against Predictors - Learning From Expert Advice.	TIFS	2018
Himanshu S. Bhatt,Richa Singh 0001,Mayank Vatsa	On Recognizing Faces in Videos Using Clustering-Based Re-Ranking and Fusion.	TIFS	2014
Gabriel Emile Hine,Emanuele Maiorana,Patrizio Campisi	A Zero-Leakage Fuzzy Embedder From the Theoretical Formulation to Real Data.	TIFS	2017
Zhengmin Kong,Jing Song,Chao Wang 0028,Hongyang Chen,Lajos Hanzo	Hybrid Analog-Digital Precoder Design for Securing Cognitive Millimeter Wave Networks.	TIFS	2021
Xin Yuan 0004,Zhiyong Feng 0001,Wei Ni 0001,Ren Ping Liu,Jian (Andrew) Zhang,Wenjun Xu 0001	Secrecy Performance of Terrestrial Radio Links Under Collaborative Aerial Eavesdropping.	TIFS	2020
Napa Sae-Bae,Nasir D. Memon	Online Signature Verification on Mobile Devices.	TIFS	2014
Mehmet Utku Celik,Aweke N. Lemma,Stefan Katzenbeisser 0001,Michiel van der Veen	Lookup-Table-Based Secure Client-Side Embedding for Spread-Spectrum Watermarks.	TIFS	2008
Tatsuya Yasui,Minoru Kuribayashi,Nobuo Funabiki,Isao Echizen	Near-Optimal Detection for Binary Tardos Code by Estimating Collusion Strategy.	TIFS	2020
Abhishek Basak,Swarup Bhunia,Thomas E. Tkacik,Sandip Ray	Security Assurance for System-on-Chip Designs With Untrusted IPs.	TIFS	2017
Mehran Kafai,Le An,Bir Bhanu	Reference Face Graph for Face Recognition.	TIFS	2014
Hong Cao,Alex ChiChung Kot	Accurate detection of demosaicing regularity for digital image forensics.	TIFS	2009
Wei Li 0013,Jiayao Li,Dawu Gu,Chaoyun Li,Tianpei Cai	Statistical Fault Analysis of the Simeck Lightweight Cipher in the Ubiquitous Sensor Networks.	TIFS	2021
Xudong Jiang,Manhua Liu,Alex ChiChung Kot	Fingerprint Retrieval for Identification.	TIFS	2006
Qing Yang 0005,Ge Peng,Paolo Gasti,Kiran S. Balagani,Yantao Li,Gang Zhou	MEG: Memory and Energy Efficient Garbled Circuit Evaluation on Smartphones.	TIFS	2019
Guozhu Meng,Matthew Patrick,Yinxing Xue,Yang Liu 0003,Jie Zhang 0002	Securing Android App Markets via Modeling and Predicting Malware Spread Between Markets.	TIFS	2019
Yuanman Li,Jiantao Zhou 0001	Fast and Effective Image Copy-Move Forgery Detection via Hierarchical Feature Point Matching.	TIFS	2019
Guang Hua 0001,Jonathan Goh,Vrizlynn L. L. Thing	Cepstral Analysis for the Application of Echo-Based Audio Watermark Detection.	TIFS	2015
Xin Liu 0011,Yiu-Ming Cheung	Learning Multi-Boosted HMMs for Lip-Password Based Speaker Verification.	TIFS	2014
Ivana Chingovska,André Anjos	On the Use of Client Identity Information for Face Antispoofing.	TIFS	2015
Xiaobei Liu,Soo Ngee Koh,Xin-Wen Wu,Chee-Cheon Chui	Reconstructing a Linear Scrambler With Improved Detection Capability and in the Presence of Noise.	TIFS	2012
Zhihang Li,Xu Tang,Xiang Wu 0001,Jingtuo Liu,Ran He	Progressively Refined Face Detection Through Semantics-Enriched Representation Learning.	TIFS	2020
Imad M. Abbadi,Anbang Ruan	Towards Trustworthy Resource Scheduling in Clouds.	TIFS	2013
Quanzhong Li 0001,Liang Yang 0001	Beamforming for Cooperative Secure Transmission in Cognitive Two-Way Relay Networks.	TIFS	2020
Mauro Mangia,Fabio Pareschi,Riccardo Rovatti,Gianluca Setti	Low-Cost Security of IoT Sensor Nodes With Rakeness-Based Compressed Sensing: Statistical and Known-Plaintext Attacks.	TIFS	2018
Zhikun Zhang 0001,Shibo He,Jiming Chen 0001,Junshan Zhang	REAP: An Efficient Incentive Mechanism for Reconciling Aggregation Accuracy and Individual Privacy in Crowdsensing.	TIFS	2018
Yuan Zhang 0006,Chunxiang Xu,Xiaohui Liang,Hongwei Li 0001,Yi Mu 0001,Xiaojun Zhang	Efficient Public Verification of Data Integrity for Cloud Storage Systems from Indistinguishability Obfuscation.	TIFS	2017
Stefanos Zafeiriou,Anastasios Tefas,Ioannis Pitas	Learning Discriminant Person-Specific Facial Models Using Expandable Graphs.	TIFS	2007
Pei Peng,Emina Soljanin	Covert, Low-Delay, Coded Message Passing in Mobile (IoT) Networks.	TIFS	2022
Shuicheng Yan,Jianzhuang Liu,Xiaoou Tang,Thomas S. Huang	A Parameter-Free Framework for General Supervised Subspace Learning.	TIFS	2007
Eric Kee,Micah K. Johnson,Hany Farid	Digital Image Authentication From JPEG Headers.	TIFS	2011
Amir Ameli,Ali Hooshyar,Ameen Hassan Yazdavar,Ehab F. El-Saadany,Amr M. Youssef	Attack Detection for Load Frequency Control Systems Using Stochastic Unknown Input Estimators.	TIFS	2018
Chi-Man Pun,Cai-Ping Yan,Xiaochen Yuan	Image Alignment-Based Multi-Region Matching for Object-Level Tampering Detection.	TIFS	2017
Jun Yan 0007,Haibo He,Xiangnan Zhong,Yufei Tang	Q-Learning-Based Vulnerability Analysis of Smart Grid Against Sequential Topology Attacks.	TIFS	2017
Kathryn Bonnen,Brendan Klare,Anil K. Jain 0001	Component-Based Representation in Automated Face Recognition.	TIFS	2013
Amanda Sgroi,Patrick J. Flynn,Kevin W. Bowyer,P. Jonathon Phillips	Strong, Neutral, or Weak: Exploring the Impostor Score Distribution.	TIFS	2015
Yanan Li 0004,Xuebin Ren,Shusen Yang,Xinyu Yang	Impact of Prior Knowledge and Data Correlation on Privacy Leakage: A Unified Analysis.	TIFS	2019
Miroslav Goljan,Jessica J. Fridrich,Mo Chen	Defending Against Fingerprint-Copy Attack in Sensor-Based Camera Identification.	TIFS	2011
Shicheng Yang,Le Zhang,Lianghua He,Ying Wen	Sparse Low-Rank Component-Based Representation for Face Recognition With Low-Quality Images.	TIFS	2019
Sunil Lee,Chang Dong Yoo,Ton Kalker	Reversible Image Watermarking Based on Integer-to-Integer Wavelet Transform.	TIFS	2007
Andrey Garnaev,Wade Trappe	Bargaining Over the Fair Trade-Off Between Secrecy and Throughput in OFDM Communications.	TIFS	2017
Zhili Chen,Tianjiao Ni,Hong Zhong 0001,Shun Zhang 0002,Jie Cui 0004	Differentially Private Double Spectrum Auction With Approximate Social Welfare Maximization.	TIFS	2019
Muhammad Taqi Raza,Songwu Lu,Mario Gerla	vEPC-sec: Securing LTE Network Functions Virtualization on Public Cloud.	TIFS	2019
Haoliang Li,Peisong He,Shiqi Wang 0001,Anderson Rocha 0001,Xinghao Jiang,Alex ChiChung Kot	Learning Generalized Deep Feature Representation for Face Anti-Spoofing.	TIFS	2018
Sheng Huang,Ahmed M. Elgammal,Jiwen Lu,Dan Yang 0001	Cross-Speed Gait Recognition Using Speed-Invariant Gait Templates and Globality-Locality Preserving Projections.	TIFS	2015
Josh Benaloh,Tal Moran,Lee Naish,Kim Ramchen,Vanessa Teague	Shuffle-sum: coercion-resistant verifiable tallying for STV voting.	TIFS	2009
Neeti Pokhriyal,Kshitij Tayal,Ifeoma Nwogu,Venu Govindaraju	Cognitive-Biometric Recognition From Language Usage: A Feasibility Study.	TIFS	2017
Heeseung Choi,Kyoungtaek Choi,Jaihie Kim	Mosaicing touchless and mirror-reflected fingerprint images.	TIFS	2010
Antonis Mairgiotis,Nikolas P. Galatsanos,Yongyi Yang	New Additive Watermark Detectors Based On A Hierarchical Spatially Adaptive Image Model.	TIFS	2008
Valentina Conotter,Pedro Comesaña Alfaro,Fernando Pérez-González	Forensic Detection of Processing Operator Chains: Recovering the History of Filtered JPEG Images.	TIFS	2015
Xuhang Ying,Sang Uk Sagong,Andrew Clark,Linda Bushnell,Radha Poovendran	Shape of the Cloak: Formal Analysis of Clock Skew-Based Intrusion Detection System in Controller Area Networks.	TIFS	2019
Ximeng Liu,Robert H. Deng,Kim-Kwang Raymond Choo,Jian Weng 0001	An Efficient Privacy-Preserving Outsourced Calculation Toolkit With Multiple Keys.	TIFS	2016
Mable P. Fok,Zhenxing Wang,Zhexing Deng,Paul R. Prucnal	Optical Layer Security in Fiber-Optic Networks.	TIFS	2011
Yongfeng Huang 0001,Chenghao Liu,Shanyu Tang,Sen Bai	Steganography Integration Into a Low-Bit Rate Speech Codec.	TIFS	2012
Bin Li 0011,Shunquan Tan,Ming Wang,Jiwu Huang	Investigation on Cost Assignment in Spatial Image Steganography.	TIFS	2014
Sian-Jheng Lin,Wei-Ho Chung	An Efficient (n, k) Information Dispersal Algorithm Based on Fermat Number Transforms.	TIFS	2013
Michael R. Clark,Kenneth M. Hopkinson	Transferable Multiparty Computation With Applications to the Smart Grid.	TIFS	2014
Zhihai Yang,Qindong Sun,Zhaoli Liu	Three Birds With One Stone: User Intention Understanding and Influential Neighbor Disclosure for Injection Attack Detection.	TIFS	2022
Jinchuan Tang,Gaojie Chen,Justin P. Coon	Secrecy Performance Analysis of Wireless Communications in the Presence of UAV Jammer and Randomly Located UAV Eavesdroppers.	TIFS	2019
Prashanth Krishnamurthy,Ramesh Karri,Farshad Khorrami	Anomaly Detection in Real-Time Multi-Threaded Processes Using Hardware Performance Counters.	TIFS	2020
Yun Cao,Hong Zhang 0005,Xianfeng Zhao,Xiaolei He	Steganalysis of H.264/AVC Videos Exploiting Subtractive Prediction Error Blocks.	TIFS	2021
Vishal Monga,Mehmet Kivanç Mihçak	Robust and Secure Image Hashing via Non-Negative Matrix Factorizations.	TIFS	2007
Azadeh Mansouri,Ahmad Mahmoudi Aznaveh,Farah Torkamani-Azar,Fatih Kurugollu	A Low Complexity Video Watermarking in H.264 Compressed Domain.	TIFS	2010
Antonia Nisioti,George Loukas,Aron Laszka,Emmanouil A. Panaousis	Data-Driven Decision Support for Optimizing Cyber Forensic Investigations.	TIFS	2021
Daniel Luchaup,Randy Smith,Cristian Estan,Somesh Jha	Speculative Parallel Pattern Matching.	TIFS	2011
Kwang-Yul Kim,Yoan Shin	Analysis on Cross-Correlation Coefficient for Survivability of Chirp Spread Spectrum Systems.	TIFS	2020
Yi Yu,Feipeng Da,Yifan Guo	Sparse ICP With Resampling and Denoising for 3D Face Verification.	TIFS	2019
Vishal Monga,Arindam Banerjee 0001,Brian L. Evans	A clustering based approach to perceptual image hashing.	TIFS	2006
Chuntao Wang,Jiangqun Ni,Xinpeng Zhang 0001,Qiong Huang	Efficient Compression of Encrypted Binary Images Using the Markov Random Field.	TIFS	2018
Saeedreza Shehnepoor,Roberto Togneri,Wei Liu 0006,Mohammed Bennamoun	DFraud³: Multi-Component Fraud Detection Free of Cold-Start.	TIFS	2021
Quanzhong Li 0001,Liang Yang 0001	Artificial Noise Aided Secure Precoding for MIMO Untrusted Two-Way Relay Systems With Perfect and Imperfect Channel State Information.	TIFS	2018
Xuxin Zhang,Jian Chen,Rui Zhang,Chen Wang 0011,Ling Liu 0001	Attacking Recommender Systems With Plausible Profile.	TIFS	2021
Pierre-François Marteau	Sequence Covering for Efficient Host-Based Intrusion Detection.	TIFS	2019
Kun Xie 0004,Wen Chen 0001,Lili Wei	Increasing Security Degree of Freedom in Multiuser and Multieve Systems.	TIFS	2013
Xuefeng Liang,Arijit Bishnu,Tetsuo Asano	A Robust Fingerprint Indexing Scheme Using Minutia Neighborhood Structure and Low-Order Delaunay Triangles.	TIFS	2007
Weijia Wang,Yu Yu 0001,François-Xavier Standaert	Provable Order Amplification for Code-Based Masking: How to Avoid Non-Linear Leakages Due to Masked Operations.	TIFS	2019
Diaa Eldin M. Nassar,Ayman Abaza,Xin Li 0005,Hany H. Ammar	Automatic Construction of Dental Charts for Postmortem Identification.	TIFS	2008
Luke Miratrix,Philip B. Stark	Election audits using a trinomial bound.	TIFS	2009
Andrew D. Ker	Steganalysis of Embedding in Two Least-Significant Bits.	TIFS	2007
Jingyu Hua,Wei Tong,Fengyuan Xu,Sheng Zhong 0002	A Geo-Indistinguishable Location Perturbation Mechanism for Location-Based Services Supporting Frequent Queries.	TIFS	2018
Alexandre J. Pierrot,Matthieu R. Bloch	Strongly Secure Communications Over the Two-Way Wiretap Channel.	TIFS	2011
Daigo Muramatsu,Mitsuru Kondo,Masahiro Sasaki,Satoshi Tachibana,Takashi Matsumoto 0001	A Markov chain Monte Carlo algorithm for bayesian dynamic signature verification.	TIFS	2006
Jianyang Gu,Weihua Chen,Hao Luo 0004,Fan Wang,Hao Li 0030,Wei Jiang 0009,Weijie Mao	Multi-View Evolutionary Training for Unsupervised Domain Adaptive Person Re-Identification.	TIFS	2022
Hai-Dong Yuan	Blind Forensics of Median Filtering in Digital Images.	TIFS	2011
Yong Yu 0002,Man Ho Au,Giuseppe Ateniese,Xinyi Huang,Willy Susilo,Yuan-Shun Dai,Geyong Min	Identity-Based Remote Data Integrity Checking With Perfect Data Privacy Preserving for Cloud Storage.	TIFS	2017
Sven Müelich,Holger Mandry,Maurits Ortmanns,Robert F. H. Fischer	A Multilevel Coding Scheme for Multi-Valued Physical Unclonable Functions.	TIFS	2021
Siva K. Gorantla,Sachin Kadloor,Negar Kiyavash,Todd P. Coleman,Ira S. Moskowitz,Myong H. Kang	Characterizing the Efficacy of the NRL Network Pump in Mitigating Covert Timing Channels.	TIFS	2012
Jiayi Zhang,Hongyang Du,Qiang Sun 0001,Bo Ai 0001,Derrick Wing Kwan Ng	Physical Layer Security Enhancement With Reconfigurable Intelligent Surface-Aided Networks.	TIFS	2021
Jiachen Yang,Aiyun Li,Shuai Xiao,Wen Lu,Xinbo Gao 0001	MTD-Net: Learning to Detect Deepfakes Images by Multi-Scale Texture Difference.	TIFS	2021
B. Rosario Campomanes Álvarez,Óscar Ibáñez,Carmen Campomanes-Alvarez,Sergio Damas,Oscar Cordón	Modeling Facial Soft Tissue Thickness for Automatic Skull-Face Overlay.	TIFS	2015
Minxin Du,Qian Wang 0002,Meiqi He,Jian Weng 0001	Privacy-Preserving Indexing and Query Processing for Secure Dynamic Cloud Storage.	TIFS	2018
Chunfang Yang,Fenlin Liu,Xiangyang Luo,Bin Liu 0008	Steganalysis Frameworks of Embedding in Multiple Least-Significant Bits.	TIFS	2008
Mingliang Chen,Xin Liao,Min Wu 0001	PulseEdit: Editing Physiological Signals in Facial Videos for Privacy Protection.	TIFS	2022
Xixiang Lv,Yi Mu 0001,Hui Li 0006	Non-Interactive Key Establishment for Bundle Security Protocol of Space DTNs.	TIFS	2014
Donatella Darsena,Giacinto Gelli,Ivan Iudice,Francesco Verde	Design and Performance Analysis of Channel Estimators Under Pilot Spoofing Attacks in Multiple-Antenna Systems.	TIFS	2020
Johan de Bock,Patrick de Smet	JPGcarve: An Advanced Tool for Automated Recovery of Fragmented JPEG Files.	TIFS	2016
Anjith George,Sébastien Marcel	Learning One Class Representations for Face Presentation Attack Detection Using Multi-Channel Convolutional Neural Networks.	TIFS	2021
Edoardo Ardizzone,Alessandro Bruno,Giuseppe Mazzola	Copy-Move Forgery Detection by Matching Triangles of Keypoints.	TIFS	2015
Michael Arnold,Xiaoming Chen,Peter G. Baum,Ulrich Gries,Gwenaël J. Doërr	A Phase-Based Audio Watermarking System Robust to Acoustic Path Propagation.	TIFS	2014
